fullName,gender,dob,age,contactNumber,email,address,city,state,pin,employmentType,employerName,netMonthlyIncome,loanType,loanAmount,loanTenure,hasIdentityProof,hasAddressProof,hasBankStatement,hasSalaryProof,declaration,businessName,businessType,businessRegistrationNumber,businessStartDate,businessIncome,businessExpenses,businessAssets,businessLiabilities,loanApproved
Denise Hernandez,female,1976-10-14,52,+1-902-515-7808x0973,brenda14@example.com,9939 Nicholas Springs,North Sophiaside,Utah,61394,business owner,Howard-Johnson,39934.61492578486,business,54386.14988554755,25,True,True,True,True,True,Wagner LLC,partnership,1e27c3b1-e0e9-4c0b-8cd2-9ebfecb5465f,2016-04-12,33423.108710804954,15342.610125399264,34568.82238524158,1844.762262171112,True
Beth Massey,other,1983-07-25,68,868.856.2977x172,philip65@example.com,994 Carol Tunnel Apt. 480,New Evanmouth,New Hampshire,72617,salaried,Thompson-Trujillo,11984.733359091799,business,39247.44088348873,17,True,True,True,False,True,Mitchell-White,sole proprietorship,d92f750e-7531-4e85-8733-0d72ef2415dc,2001-03-22,9986.015729899987,12066.380676977828,26058.292818623082,9043.071166453563,True
Dr. Michael Thompson Jr.,female,2002-08-13,67,718-436-1020,fwatson@example.org,5559 Alison Spurs Apt. 660,Lake Erin,California,95264,business owner,Butler-Dalton,5034.864155623671,business,79248.57617664224,31,False,True,True,True,True,Thomas LLC,partnership,51a6200d-2b65-4c12-84f7-a81a5a3d5b91,2018-04-08,29145.670779065724,11812.264074229764,47903.92710631408,3082.9588294126456,False
Jay Dennis,female,1997-12-30,65,377.747.9720,maynardjames@example.org,199 Denise Mountain,Kennethchester,Oregon,30574,self-employed,"Cox, Ballard and Mcdonald",30282.776568523757,business,22055.031273864126,30,False,True,True,True,True,Sandoval-Lee,partnership,e59125ed-13fb-44de-b943-240c0d4d6239,2017-09-07,22012.75784976889,15805.182134261302,45507.8523040499,8159.739243028501,True
Zachary Coleman,male,1958-08-28,46,001-872-488-6688,pflores@example.org,2643 Diane Landing,Chadhaven,Missouri,01297,salaried,Solomon-Hall,20051.08058419346,business,17944.514527166386,28,True,True,False,True,True,Clark LLC,corporation,294dfe60-2b7f-4394-9884-d5dd193214d1,2017-11-25,6651.791912032184,3104.1323700314183,34676.79079738667,4872.909124096001,False
Carlos Johnson,female,2006-03-11,46,+1-919-304-9769x798,andre74@example.net,240 Walker Spurs,Gloverburgh,Alabama,51725,self-employed,Anderson PLC,41457.06123997474,business,52927.61924205675,18,True,False,True,True,True,"Lewis, Miller and Goodman",corporation,baada77d-66c1-48a3-a3f9-727334204f4d,2009-03-12,15738.146584664759,6153.488033060525,10812.059881048097,8902.087347664945,False
Linda Montes,female,1984-06-14,25,(571)303-3930x3551,barnesmanuel@example.net,5459 Banks Square,Millerport,Texas,01365,self-employed,Roberts-Herman,25821.313737731773,business,96064.13847601184,29,False,True,False,True,True,Hunter-Smith,partnership,59ac24dc-a114-4cac-a3d6-ea09ba910841,2009-08-12,30752.072356852776,14993.205334089851,13718.677258086376,7507.980719840305,False
Randy Miller,male,1964-04-05,39,+1-676-727-4569,herbertlane@example.org,6954 Stephen Pass,Michaelamouth,Michigan,54940,salaried,"Larson, Blair and Sharp",22015.40267103406,business,49633.169159187186,27,True,True,True,True,True,Simmons Inc,partnership,fe74506c-84b0-409f-8a9e-7b4c2af67b6b,2022-02-03,17604.752407267246,10014.023741210905,23777.025748028587,6204.250777611808,True
Heather Ramirez,female,1995-11-15,23,(428)906-0114x16283,vernon32@example.com,65112 Rodriguez Points,Susanstad,Minnesota,95093,self-employed,"Estes, Young and Orozco",45065.31106259655,business,98556.52249528741,21,True,False,False,True,True,Rojas-Rios,partnership,2ac7617a-d503-43bf-9a83-69238fa3fbb6,2022-01-19,28446.32838557978,17424.036957454475,12422.474180144975,1570.994838097808,False
Michael Patterson,female,1955-03-12,41,702-603-1394,morganjames@example.org,842 Nichols Passage,Salaston,Iowa,09036,business owner,Mckay-Robbins,46455.09073211479,business,38224.35649433143,25,True,False,False,True,True,Reed-Jenkins,partnership,d38caa2b-1116-454a-be1f-5c06e23fd240,2023-04-28,10591.079027585063,17275.149640677813,40481.78799216889,6735.742758535618,False
William Black,female,1994-02-18,18,650-874-9746x32566,victoria24@example.net,04087 Gail Prairie Apt. 182,Port Stephanieside,Indiana,09344,self-employed,Cox Inc,10539.79098485528,business,57525.87223106984,13,False,False,False,False,True,Stephens Inc,corporation,bc8119e3-4375-4fb6-933b-338cb96a6d7e,2000-08-31,32931.808627372615,13437.22410235704,11490.945419537777,4171.785224567051,True
Rachel Shelton,male,2003-11-06,28,001-851-751-4691x4884,stevencarroll@example.com,2841 Murray Avenue,Danielleborough,Maryland,21591,self-employed,Hahn-Bailey,18534.305030853327,business,16127.884298350436,30,True,True,True,False,True,Turner-Bennett,sole proprietorship,1a8d3c9a-07bc-4d50-91f3-bb8bdf8e0fee,2015-02-05,26921.36018572841,6379.568550624639,44945.016026305035,3413.3559513009322,True
Julie Miller,female,1994-11-11,60,802-692-4798x95015,wstokes@example.com,86259 Tyler Plaza,New Dawn,Mississippi,09855,business owner,Reynolds-Reid,40130.99830568805,business,28704.662739679337,20,True,False,False,True,True,Love-Cross,corporation,a2f719c9-5e1a-4a5a-8288-7c996a022caf,2021-07-16,25897.0865836511,18570.014615576412,20838.378444490452,6960.156648412825,False
Jose Malone,female,1956-09-15,22,(201)452-8506x196,xfisher@example.net,955 Steele View,Meyerhaven,North Dakota,43162,salaried,Barry and Sons,34521.52450160299,business,39822.705669406365,17,True,False,True,False,True,Baird Ltd,sole proprietorship,adf2e663-acd4-4d0a-94a3-2a141c954bd7,2011-12-07,20510.66744006506,11886.047113904266,16781.224040197616,7577.695863298347,False
Joe Young,other,2001-01-10,24,891-554-8885,nathanmatthews@example.net,8532 Stephanie Junctions,Johnsonburgh,Georgia,32471,self-employed,Glass-Espinoza,27190.73278755598,business,85982.98697859621,12,False,True,False,False,True,Owens-Carpenter,sole proprietorship,04160b71-af3e-456d-833e-3e44b695d62c,2011-12-10,43907.25900459982,9546.625839049553,27558.176124115667,6320.247061232964,False
Barry Anderson,other,1959-12-12,34,001-373-243-9265x12415,mthomas@example.net,25234 Margaret Plaza,Gilberttown,South Carolina,58452,self-employed,"Edwards, Douglas and Miller",12246.318863408982,business,90278.47671626296,32,False,True,False,True,True,Rivera-Salazar,partnership,2da7df81-88c9-461b-9426-efbf13301e3a,2019-04-18,45303.43162325361,17692.244338115463,37742.710799874236,9056.543409809718,True
Amy Washington,other,1972-10-12,47,831.345.9186,edward04@example.com,2873 James Mountain,Traciville,Nevada,54012,business owner,Barker Ltd,6186.071735947278,business,72738.9689050535,17,True,False,False,False,True,"Williams, Williams and Diaz",corporation,8b3783d4-e460-4b48-be9b-45159d9f42aa,2006-10-01,37514.70740956721,11643.1438821477,12056.684273673613,4429.123327304727,False
Craig Gibson,male,1998-07-08,32,001-735-362-1720,anna31@example.com,31987 Wagner Wall Apt. 483,South Cynthia,Massachusetts,12579,business owner,"Schultz, Oneal and Brennan",15680.0238200954,business,37605.41073225363,34,True,False,True,False,True,"Jensen, Keith and Hernandez",sole proprietorship,74c26820-67c3-4b5c-9381-cbebfac6f4d6,2004-11-22,34041.73213252568,2798.6437523520594,17657.90338317139,5379.432403127787,False
Thomas Ayers,female,1971-01-10,39,867.238.1223x4476,jdecker@example.com,8321 Matthew Summit Suite 300,Connerchester,Iowa,24746,salaried,Davis and Sons,41539.13033528845,business,38124.695109365755,22,True,True,False,False,True,"Carpenter, Cooper and Villarreal",corporation,26077f17-deb3-41ba-b392-744d22ba554b,2016-07-18,19641.351684336365,5178.152859196525,10792.968552203149,3644.321857596429,True
Hannah Torres,male,1968-05-30,24,330.957.5468,coxanna@example.org,609 Larry Ferry,Jeffreyton,Mississippi,18774,salaried,Hall Group,9245.628097916097,business,81638.19537986598,18,True,True,False,False,True,"Jones, Martin and Barnes",partnership,885abf24-9884-4763-afa8-a02b977c92d4,2022-07-04,49275.90338534625,19114.91100168973,20053.644580559605,6442.758372539791,False
Christopher Schwartz,other,1963-07-06,58,+1-674-790-2867x2407,jane16@example.com,7820 Elizabeth Corner,Garciaside,Massachusetts,96412,business owner,Patel Group,17101.551790666792,business,93223.21824265909,30,False,False,False,True,True,"Davis, Joseph and Peterson",sole proprietorship,90b6270a-84e3-4564-ac69-7af51c9d8a7c,2021-06-26,16897.167600058325,16290.631633976616,10392.373440035242,2488.619406500303,False
Jeffery Johnson,other,1959-04-04,63,552.305.2554x4687,megan82@example.net,892 Johnson Gardens,Smithfurt,Illinois,01322,business owner,Jackson-Anderson,49695.73335991963,business,73848.71978457789,24,False,True,True,False,True,Taylor-Franklin,partnership,d483b3f2-ce48-4918-8445-1ef625e7f1a3,2008-12-13,31632.41070788472,14113.464785924316,43837.672404201294,6104.329438059354,False
Rachel Bradford,male,1956-05-22,25,(809)429-4926x66612,lisa23@example.net,9579 Martin Turnpike Apt. 204,Gillhaven,Alabama,53974,business owner,"Moyer, Boyle and Rowe",14437.678242685994,business,10701.23076910712,26,True,False,False,True,True,"Smith, Roach and Edwards",corporation,cdd7e82b-4a16-4908-8a41-b1ada5d251c0,2015-09-22,5626.387352096033,13110.748563689716,26158.630899068372,8700.231438179666,False
Tonya Guzman,female,1993-11-23,31,001-267-210-3329x62329,emckay@example.net,7097 Wolfe Point,Josephton,Wyoming,82178,salaried,"Jimenez, Stewart and Allen",23259.907907036824,business,31548.527705074495,28,True,False,True,True,True,Kelly LLC,partnership,d272015b-768b-4f47-8c98-4c0162e57039,2018-12-16,49991.459866068704,2927.1237350879155,36180.64692817876,7463.482807878856,True
Erin Torres,female,1970-03-07,23,735-443-0900x2589,jennifer89@example.org,477 Molina Plains,Carolynberg,Alaska,21084,business owner,Murphy PLC,9688.948471860422,business,83229.61653145519,27,True,True,False,False,True,"Rogers, Sutton and Jenkins",corporation,42879c27-0f74-4553-a674-c05da1be3fd6,2002-05-05,14266.0651469403,6459.720134632833,27195.221885982948,3040.0569694761325,False
Sheila Kelly,male,1954-09-06,48,(329)489-2079x0529,rachaelallen@example.com,6555 Cameron Pass,North Angelaland,Kentucky,17844,business owner,"Davis, Garcia and Gentry",39132.22454047448,business,87596.76900627329,27,False,True,False,False,True,Griffith PLC,partnership,ce2c046e-16e9-4b6a-9543-d5cb623cc652,2017-06-09,49722.047607885455,2852.9522371017442,44898.82536798724,5323.566733543974,False
Eric Hobbs,female,1976-03-29,41,001-806-747-0710x66833,hday@example.net,24084 Murray Islands Apt. 831,South Janetchester,New Jersey,47012,salaried,King LLC,28881.70404575267,business,74953.31839281769,25,False,True,False,True,True,Dudley LLC,sole proprietorship,d8d8142e-e1b5-457d-aff4-44186c5ab634,2018-09-06,39733.684442694925,5590.100962889075,13596.490446727434,7801.1174065132545,False
Cole Herman Jr.,female,1960-04-10,62,+1-294-229-2397x7886,martineztara@example.com,22233 Cruz Key,Hillmouth,Alabama,65122,salaried,Burton-Williams,4373.18298166024,business,72160.21116218138,35,False,False,False,False,True,Griffin-Smith,corporation,7587a17d-0f6a-464a-848a-b48a7807bb4e,2023-12-07,9159.763182907778,14169.148839116724,23373.065185584903,8356.071134898291,True
Blake Ellis,female,1991-02-14,67,001-929-919-1194x806,jessica96@example.com,55979 Thomas Lakes Apt. 573,Port John,Hawaii,09657,self-employed,Owens PLC,28446.515230847996,business,22924.306937061352,28,False,True,True,True,True,Wood-Bonilla,corporation,b646c448-8d1d-4960-913a-70bd9d50b19d,2011-09-15,42284.517415720176,15572.487577124768,49076.04382804865,1431.9693870550864,True
Susan Phillips,other,2003-09-28,55,+1-717-381-7966x7047,esmith@example.net,227 David Mill Apt. 497,Lowefurt,North Dakota,71873,business owner,Smith PLC,24984.390070902704,business,83596.89701332545,19,False,True,True,False,True,"Henry, Carey and Swanson",sole proprietorship,96c0691f-1e34-448b-8a0b-3b1f44fcd79f,2013-05-06,35162.26755975271,17273.55636523211,16309.801209204,3822.7655120755812,True
Allen Gutierrez,male,1995-11-20,60,001-367-456-7990,kellyclayton@example.net,9925 Williams Green Apt. 752,West Ericaberg,Virginia,28216,business owner,Cole Group,44150.237055668746,business,32151.413227481324,16,True,False,False,False,True,"Bush, Stanton and Walker",corporation,c5fbdba5-faaa-40c0-916f-0ca2f1c0d0b2,2018-08-30,13593.744450567567,12745.746797406906,28856.970139345547,7196.860783487374,True
Tyler Gibson,female,1965-11-24,32,729.239.1821x22732,xhughes@example.com,27455 Cordova Squares Suite 685,Stacyview,New Jersey,42286,salaried,"Reed, Wilkerson and Spencer",44452.56316195905,business,82503.70206093274,32,True,True,False,False,True,Clark-Diaz,partnership,192d2fe4-eb2a-4caa-9c6e-bdc43db2fbc4,2008-07-28,35009.56389428488,10179.045674188023,23000.521942583604,7439.593412040188,True
Tammy Hood,female,1995-08-14,35,299.706.8622,simspatrick@example.net,90787 Bowen Point,Gracemouth,South Carolina,79836,salaried,Arnold and Sons,19239.363317458803,business,47952.55540324237,14,False,False,True,False,True,Turner-Smith,sole proprietorship,4af48d12-af8a-420d-bd62-f5d1bb59c0ae,2010-12-17,14184.845992735485,18823.209665329956,33515.06967291969,4134.726045151394,False
Eric Boone,other,2003-12-30,20,980-474-6949x34568,nancy55@example.org,0851 Mcdaniel Cliffs,West Jenna,Colorado,53241,business owner,Franklin-Saunders,2241.9306495870915,business,41423.41174241893,31,True,False,False,False,True,"Boyle, Robinson and Bowman",sole proprietorship,ee6b51b3-2e64-44ff-9f0e-5c79f4764281,2007-07-14,7473.29496456054,4240.8728513274045,18593.241757330812,9949.783274650079,False
Zachary Gray MD,female,1986-08-10,21,8428215832,khamilton@example.org,016 Atkins Street Suite 134,South Stephanieland,Wyoming,73514,salaried,Potts and Sons,4511.871216950134,business,33534.318664453094,17,False,True,True,False,True,Johnson-Willis,sole proprietorship,a1a6b39d-739c-4fc6-b775-126ce3aad627,2005-06-23,23186.059537561483,5314.886051346875,16963.36481659285,5410.202095093483,False
Benjamin Smith,female,1966-11-29,68,2345267064,tinamiller@example.net,459 Deborah Meadows,New Amanda,Pennsylvania,38297,self-employed,Hall Group,5841.366092280106,business,43654.67705678885,31,True,False,False,True,True,Jackson-Benson,partnership,05ff543f-0dc2-45bc-9d81-82ef5d1ef66c,2015-10-21,12126.804864723392,8570.532624077761,28474.71389383453,9079.666979540187,False
David Hall,male,1966-03-19,40,(658)574-8307x4470,kendra52@example.org,4843 Wilson Mount Apt. 304,Ritterfort,Iowa,98686,salaried,"Hughes, Martinez and Ramos",31189.37268997227,business,56924.11955979527,22,False,True,False,False,True,Cantu LLC,sole proprietorship,5c43243f-ff11-447b-8486-7b18193f91c3,2002-03-14,31692.29743729267,10166.474840082585,26236.848304665255,6933.409260048535,False
Dana Holt,female,2004-07-13,44,251.517.2743,zgarcia@example.net,665 Kim Junctions,Roweland,Wyoming,54707,self-employed,Vasquez-Gonzalez,18021.655595872784,business,30821.86130596554,28,False,True,False,False,True,Lin and Sons,corporation,82877a6d-7d28-46d1-bcb9-c8f61f0e7a7e,2010-06-29,44678.93949476691,12064.532704533145,22920.810735600862,1163.6025572298695,False
Nancy Rosario,other,2000-07-14,21,2116985794,huntallison@example.org,6741 Mckinney Crossroad,North Carolinehaven,South Dakota,90266,self-employed,Mccoy-Hopkins,26718.830536102072,business,10789.24300128144,28,True,True,True,True,True,"Ross, Trujillo and Allen",sole proprietorship,b48f3f53-d6b4-40ea-bcaa-abe827713f3f,2016-01-18,13951.122264370924,16751.17305860221,40619.53496243317,2096.7695105724843,True
Sarah Adams,female,1955-07-11,36,747.311.1067x6456,lopezdaniel@example.com,6868 Pope Stravenue,West Deannabury,Nevada,82045,salaried,Mitchell-Jordan,43010.130798492355,business,39010.7697853867,33,True,True,True,True,True,"Howard, Wheeler and Weiss",sole proprietorship,dedc5010-160e-4dd5-a4de-cda9c8e79798,2013-04-08,31748.974573616106,14294.567383643442,24922.71954958115,7448.336981619328,True
Victoria Ramsey,other,1995-03-30,53,732-901-8760x896,kim90@example.com,744 Wilson Branch Suite 698,Boylebury,Idaho,71393,business owner,Pugh PLC,14627.890304771701,business,33818.50035079469,26,False,True,False,False,True,"Jones, Fuentes and Campbell",partnership,79ef435f-0540-4dec-b3f2-ec1b6d2326d4,2013-07-18,33443.61239552318,11535.657103120215,41163.58665143349,4073.859259465219,True
Jessica Logan,other,1996-06-09,60,2007657112,melissa71@example.org,5668 Rodriguez Isle,Meyerchester,Virginia,88415,salaried,"Rivera, Chandler and Farrell",38738.034471095154,business,28502.75672778977,28,True,True,True,False,True,Torres-Jones,partnership,ad073eb0-b287-4d73-8482-10f015f28b25,2008-08-03,12842.619164528798,8535.201321993554,41893.82257125968,1280.772297037734,True
Christopher Shaw,other,2005-04-06,62,001-816-671-6655,michaeljohnson@example.com,03108 Pierce Knolls,Bartlettville,New Hampshire,84201,business owner,Nelson-Little,41402.67601540108,business,42695.913277809785,33,True,True,False,False,True,Avery Ltd,corporation,9eebd3dc-a40e-49e8-ac7c-20f9225cf621,2006-08-28,15826.31217033091,3997.5145003520774,26315.073590878786,2927.1445672359337,True
Carmen Allen,male,1991-11-03,29,670.431.3462,kristin22@example.org,65947 Rebecca Fork Apt. 217,North Suzannetown,Wisconsin,11111,self-employed,Castro-Larson,20844.80308381608,business,59806.506709259855,35,True,False,False,False,True,"Travis, Mueller and Williams",sole proprietorship,cbe50317-8edb-4507-a4c9-8ccd3ef1fd20,2014-12-24,11018.166716550162,10547.502599931227,46967.352280350635,3117.05599751483,True
Jessica Garcia,other,1972-06-24,21,4712361619,christensenchristopher@example.org,780 Jane Manor,Reesestad,Maine,44230,self-employed,"Palmer, Brown and Jimenez",36429.66932940351,business,77116.18187044207,31,True,False,False,True,True,Whitney Inc,partnership,e677c176-85c0-44e1-ba63-20dd73b3d45a,2021-02-16,26267.535177478574,8599.354964701604,36859.87398018064,9593.351341693935,False
Shari Haas,female,1997-04-09,31,001-754-988-0991,mrivera@example.com,5214 Cherry Courts,Lake Stephen,Maine,19276,self-employed,Smith-Hopkins,25929.02323387201,business,85277.35071010339,15,False,True,True,False,True,"Sanchez, Williams and Butler",sole proprietorship,cd09239c-1be8-4d2e-9c66-a92fb4a5dae7,2019-03-18,45086.55598727809,13830.634727262583,32400.516310612078,9731.700687939325,True
